unitid,buildingid,name,beds,baths,footage,rent,availability
1889310,1956738,Studio_1,0,1,394,,False
1760410,1956738,Studio_1,0,1,394,,False
1237700,1956738,Studio_2,0,1,402,,False
1422142,1956738,Studio_2,0,1,402,,False
1411559,1956738,studio_3,0,1,398,,False
1312811,1956738,studio_3,0,1,398,,False
1435872,1956738,Studio_4,0,1,393,,False
1334795,1956738,Studio_4,0,1,393,,False
1046892,1956738,Studio_5,0,1,410,1149,True
1175681,1956738,Studio_5,0,1,410,1149,True
1115708,1956738,Studio_6,0,1,359,,False
1019182,1956738,Studio_6,0,1,359,,False
1042840,1859219,Standard Studio A,0,1,128,1050,True
1432145,1859219,Standard Studio A,0,1,128,1050,True
1537436,1859219,Standard Studio B,0,1,186,1162,True
1631221,1859219,Standard Studio B,0,1,186,1162,True
1387551,1859219,Deluxe Studio,0,1,350,1162,True
1002311,1859219,Deluxe Studio,0,1,350,1162,True
1044383,1859219,Standard One Bedroom,1,1,132,1245,True
1288923,1859219,Standard One Bedroom,1,1,132,1245,True
1167331,1859219,Deluxe One Bedroom,1,1,401,,False
1498237,1859219,Deluxe One Bedroom,1,1,401,,False
1277858,1301734,Studio 1,0,1,343,1200,True
1527719,1301734,Studio 2,0,1,424,1225,True
1314837,1301734,Studio 3,0,1,480,1250,True
1159221,1301734,Studio 4,0,1,490,1250,True
1972236,1301734,Studio 5,0,1,509,,False
1088924,1301734,Studio 6,0,1,531,,False
1047252,1301734,Studio 7,0,1,538,,False
1677517,1301734,Studio 8,0,1,539,,False
1779947,1301734,Studio 9,0,1,558,,False
1873471,1301734,Studio 10,0,1,559,,False
1749150,1301734,Studio 11,0,1,560,,False
1495914,1301734,Studio 12,0,1,623,,False
1840926,1301734,1 bd 1 ba A,1,1,829,,False
1302867,1301734,1 bd 1 ba B,1,1,539,,False
1357786,1301734,1 bd 1 ba C,1,1,548,,False
1320142,1301734,1 bd 1 ba D,1,1,829,,False
1261030,1301734,1 bd 1 ba E,1,1,851,,False
1807054,1301734,1 bd 1 ba F,1,1,1083,,False
1495652,1569701,Studio,0,1,420,1379,True
1561559,1569701,Studio,0,1,420,1379,True
1409301,1569701,1 Bedroom 1 Bath,1,1,756,1799,True
1251512,1569701,1 Bedroom 1 Bath,1,1,756,1799,True
1056604,1569701,2 Bedroom 1 Bath,2,1,966,,False
1624962,1569701,2 Bedroom 1 Bath,2,1,966,,False
1735418,1569701,2 Bedroom 2 Bath,2,2,966,1899,True
1586278,1569701,2 Bedroom 2 Bath,2,2,966,1899,True
1196599,1569701,3 Bedroom 2 Bath,3,2,1141,2451,True
1997696,1569701,3 Bedroom 2 Bath,3,2,1141,2451,True
1037369,1049148,A1,1,1,619,,False
1183151,1049148,A1,1,1,619,,False
1380436,1049148,A2,1,1,655,,False
1292261,1049148,A2,1,1,655,,False
1645016,1049148,A3,1,1,689,,False
1119930,1049148,A3,1,1,689,,False
1635263,1049148,B1,2,2,800,1650,True
1904066,1049148,B1,2,2,800,1650,True
1171491,1049148,B2,2,2,891,1699,True
1703680,1049148,B2,2,2,891,1699,True
1561774,1049148,B3,2,2,1100,1825,True
1220634,1049148,B3,2,2,1100,1825,True
1521540,1258417,"One Bedroom, Den 737 - 787",1,1,787,,False
1350039,1258417,"One Bedroom, Den 737 - 787",1,1,787,,False
1389001,1258417,One Bedroom - 653 Sq. Ft,1,1,663,,False
1986694,1258417,One Bedroom - 653 Sq. Ft,1,1,663,,False
1357182,1258417,Two Bedroom One Bath,2,1,1046,,False
1830830,1258417,Two Bedroom One Bath,2,1,1046,,False
1938470,1258417,Two Bedroom One Bath 784 -815 Square Feet,2,1,768,2628,True
1231211,1258417,Two Bedroom One Bath 784 -815 Square Feet,2,1,768,2628,True
1753880,1258417,Two Bedroom Two Bath 937 -1033 Sq. Feet,2,2,875,,False
1716981,1258417,Two Bedroom Two Bath 937 -1033 Sq. Feet,2,2,875,,False
1740048,1258417,Two Bedroom Two Bath 874 - 958 Sq. Feet,2,2,874,2893,True
1867922,1258417,Two Bedroom Two Bath 874 - 958 Sq. Feet,2,2,874,2893,True
1411374,1258417,Live/Work,1,1,708,,False
1176437,1258417,Live/Work,1,1,708,,False
1417516,1258417,Studio,0,1,435,1501,True
1370021,1258417,Studio,0,1,435,1501,True
1510209,1258417,Open One Bedroom,1,1,545,1775,True
1341236,1258417,Open One Bedroom,1,1,545,1775,True
1834664,1800856,One Bed One Bath,1,1,775,2025,True
1425540,1800856,One Bed One Bath,1,1,775,2025,True
1238340,1800856,Two Bed Two Bath,2,2,1072,,False
1830588,1800856,Two Bed Two Bath,2,2,1072,,False
1891733,1800856,Studio,0,1,473,,False
1268460,1800856,Studio,0,1,473,,False
1749192,1800856,One Bedroom One Bath,1,1,775,,False
1103189,1800856,One Bedroom One Bath,1,1,775,,False
1481943,1800856,One Bedroom One Bath,1,1,775,,False
1409092,1800856,One Bedroom One Bath,1,1,775,,False
1613562,1451131,11CA,1,1,507,,False
1553487,1451131,11CB,1,1,535,1730,True
1159014,1451131,11CC,1,1,540,,False
1806493,1451131,11CD,1,1,567,1885,True
1430036,1451131,11CDA,1,1,651,,False
1894069,1451131,11CDB,1,1,708,,False
1285459,1451131,11CDC,1,1,714,,False
1572110,1451131,11CDD,1,1,740,,False
1877852,1451131,11CDE,1,1,748,,False
1120245,1451131,11CDF,1,1,754,,False
1764432,1451131,11CDG,1,1,765,,False
1021732,1451131,11CDH,1,1,767,,False
1573795,1451131,11CDI,1,1,768,,False
1305813,1451131,11CDJ,1,1,769,,False
1057965,1451131,11CDK,1,1,775,,False
1980855,1451131,11CDL,1,1,781,1830,True
1914785,1451131,11CDM,1,1,784,,False
1259144,1451131,11CDN,1,1,798,,False
1977954,1451131,11CDP,1,1,851,,False
1319539,1451131,11CDQ,1,1,859,,False
1968307,1451131,11CDR,1,1,874,,False
1003843,1451131,11CDS,1,1,885,,False
1441570,1451131,11CDT,1,1,908,,False
1591433,1451131,11CE,1,1,600,,False
1018957,1451131,11CF,1,1,604,,False
1368180,1451131,11CG,1,1,618,,False
1303053,1451131,11CH,1,1,651,,False
1056738,1451131,11CI,1,1,661,,False
1790467,1451131,11CJ,1,1,681,1955,True
1043259,1451131,11CJR1,1,1,594,1730,True
1413860,1451131,11CJR2,1,1,629,,False
1004794,1451131,11CK,1,1,706,,False
1698733,1451131,11CL,1,1,708,,False
1458761,1451131,11CM,1,1,714,1950,True
1961124,1451131,11CN,1,1,723,,False
1812064,1451131,11CO,1,1,738,,False
1000766,1451131,11CP,1,1,739,,False
1424627,1451131,11CQ,1,1,740,,False
1656733,1451131,11CR,1,1,751,2055,True
1774206,1451131,11CS,1,1,816,,False
1257152,1451131,11CTH,1,1,846,,False
1686652,1451131,11CA,1,1,507,,False
1550206,1451131,11CB,1,1,535,1730,True
1830865,1451131,11CC,1,1,540,,False
1389286,1451131,11CD,1,1,567,1885,True
1692114,1451131,11CDA,1,1,651,,False
1054535,1451131,11CDB,1,1,708,,False
1723030,1451131,11CDC,1,1,714,,False
1363850,1451131,11CDD,1,1,740,,False
1627748,1451131,11CDE,1,1,748,,False
1751578,1451131,11CDF,1,1,754,,False
1467675,1451131,11CDG,1,1,765,,False
1250959,1451131,11CDH,1,1,767,,False
1937808,1451131,11CDI,1,1,768,,False
1801746,1451131,11CDJ,1,1,769,,False
1947473,1451131,11CDK,1,1,775,,False
1351674,1451131,11CDL,1,1,781,1830,True
1453427,1451131,11CDM,1,1,784,,False
1810352,1451131,11CDN,1,1,798,,False
1209517,1451131,11CDP,1,1,851,,False
1574109,1451131,11CDQ,1,1,859,,False
1222682,1451131,11CDR,1,1,874,,False
1498809,1451131,11CDS,1,1,885,,False
1931673,1451131,11CDT,1,1,908,,False
1119478,1451131,11CE,1,1,600,,False
1487686,1451131,11CF,1,1,604,,False
1173280,1451131,11CG,1,1,618,,False
1813986,1451131,11CH,1,1,651,,False
1435070,1451131,11CI,1,1,661,,False
1973860,1451131,11CJ,1,1,681,1955,True
1388718,1451131,11CJR1,1,1,594,1730,True
1551811,1451131,11CJR2,1,1,629,,False
1380205,1451131,11CK,1,1,706,,False
1609153,1451131,11CL,1,1,708,,False
1621162,1451131,11CM,1,1,714,1950,True
1036093,1451131,11CN,1,1,723,,False
1408039,1451131,11CO,1,1,738,,False
1268110,1451131,11CP,1,1,739,,False
1345644,1451131,11CQ,1,1,740,,False
1324342,1451131,11CR,1,1,751,2055,True
1753574,1451131,11CS,1,1,816,,False
1572489,1451131,11CTH,1,1,846,,False
1474188,1451131,11CA,1,1,507,,False
1253337,1451131,11CB,1,1,535,1730,True
1589954,1451131,11CC,1,1,540,,False
1772598,1451131,11CD,1,1,567,1885,True
1326809,1451131,11CDA,1,1,651,,False
1611879,1451131,11CDB,1,1,708,,False
1484807,1451131,11CDC,1,1,714,,False
1288980,1451131,11CDD,1,1,740,,False
1038778,1451131,11CDE,1,1,748,,False
1488390,1451131,11CDF,1,1,754,,False
1239068,1451131,11CDG,1,1,765,,False
1243569,1451131,11CDH,1,1,767,,False
1101570,1451131,11CDI,1,1,768,,False
1962526,1451131,11CDJ,1,1,769,,False
1066314,1451131,11CDK,1,1,775,,False
1689666,1451131,11CDL,1,1,781,1830,True
1979237,1451131,11CDM,1,1,784,,False
1674605,1451131,11CDN,1,1,798,,False
1624455,1451131,11CDP,1,1,851,,False
1147641,1451131,11CDQ,1,1,859,,False
1045260,1451131,11CDR,1,1,874,,False
1737151,1451131,11CDS,1,1,885,,False
1981767,1451131,11CDT,1,1,908,,False
1545465,1451131,11CE,1,1,600,,False
1019968,1451131,11CF,1,1,604,,False
1152532,1451131,11CG,1,1,618,,False
1855445,1451131,11CH,1,1,651,,False
1366504,1451131,11CI,1,1,661,,False
1216519,1451131,11CJ,1,1,681,1955,True
1661793,1451131,11CJR1,1,1,594,1730,True
1526898,1451131,11CJR2,1,1,629,,False
1556754,1451131,11CK,1,1,706,,False
1676416,1451131,11CL,1,1,708,,False
1442705,1451131,11CM,1,1,714,1950,True
1177612,1451131,11CN,1,1,723,,False
1983799,1451131,11CO,1,1,738,,False
1416638,1451131,11CP,1,1,739,,False
1782318,1451131,11CQ,1,1,740,,False
1920933,1451131,11CR,1,1,751,2055,True
1460030,1451131,11CS,1,1,816,,False
1229731,1451131,11CTH,1,1,846,,False
1676758,1451131,11CA,1,1,507,,False
1297467,1451131,11CB,1,1,535,1730,True
1702989,1451131,11CC,1,1,540,,False
